artist,album,genre,firstRelease,format,fullDate,mainLanguage,cityUa,cityEn,label,sex,artistLink,albumLink
Хамерман Знищує Віруси,КРЯ,electronic,no,lp,17.12.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/hzvband/,https://music.youtube.com/watch?v=BB68cts5Pl0&list=OLAK5uy_n6R-onbzYZm_wasWtbzENM-e2vwsVtQ9o
Хамерман Знищує Віруси та Олександра Морозова,CTRL+ALT+DEL,folk,no,lp,02.08.2021,ru,Київ,Kyiv,self-made,Mix,https://www.instagram.com/hzvband/,https://music.youtube.com/playlist?list=OLAK5uy_lfDv3ixZNE45N87V-rc_gOfnBmuqs9pGE
ХОССП / Sgt. Pepper's lonely hearts choir,Проспект Гагарина,choral,yes,lp,11.10.2021,en,Харків,Kharkiv,self-made,Mix,https://www.facebook.com/sgtpepperchoir/,https://music.youtube.com/playlist?list=OLAK5uy_nS1Fv7rOuP3bCcx0VkNPiN23CsXbjCPL4
Христина Лугова,Метаморфози,pop / jazz,no,ep,30.11.2021,ua,Київ,Kyiv,-,F,https://www.instagram.com/chrystynaluhova/?fbclid=IwAR1WaNyDOEIivIf-1mwqLI4WNL9fx9cmI0lqEWwrMAHXeVrMCdmeXhYULy4,https://www.youtube.com/watch?v=TQfo4p3rw3o&feature=emb_logo
Чаламада,Піціцько,ska,no,ep,24.01.2021,ua,Закарпаття,Zakarpattia,ROCKSOULANA MUSIC,M,https://www.instagram.com/chalamadaband/,https://music.youtube.com/playlist?list=OLAK5uy_nmoThSxsEQ083XB6PUubuh-FhdhRcSs9c
Шумоторіка,Королева шумодвіжу,pop,yes,lp,06.04.2021,ua,Київ,Kyiv,MRIU Publishing,M,https://www.instagram.com/shumotorika_band/,https://music.youtube.com/playlist?list=OLAK5uy_nyejoL0or5NkVOwUxR_CXGGhAnIsyep6s
Электроптицы,Письма,rock,yes,lp,19.09.2021,ru,Одеса,Odesa,self-made,M,https://www.instagram.com/electrobirds/,https://music.youtube.com/watch?v=Y5l2zroXfsQ&list=OLAK5uy_klvWjtTjbfxBVazdfOQ57YRXPItX2QjDQ
"Энди картрайт
 и 
Артем RapCrew","Общак, Ч. 1",hip-hop / rap,no,lp,27.11.2021,ru,Санкт-Петербург,"Saint Petersburg, Russia",Infinity Music,M,,https://music.youtube.com/watch?v=tZnp98_-iz4&list=OLAK5uy_ncFsHm3gsJMPc8vPWtw81QujBwV2J_CtU
Энималчи,Всё в порядке,rock,yes,ep,28.08.2021,ru,Ізмаїл,Izmail,Venona Records,M,https://www.instagram.com/animalchiband/,https://music.youtube.com/playlist?list=OLAK5uy_k-ge7MeywNT2Q74VfXCEIT_RFngBFl3xY
Эфир и фирн,Горизонталь,,no,ep,30.11.2020,ru,Сімферополь,Simferopol,,M,https://www.facebook.com/efirifirn/,https://music.youtube.com/playlist?list=OLAK5uy_lZKfBXJ1c999upeLSJLulN63gnZ5lUPDM
Юность,Что я делал прошлым летом,hip-hop / rap,yes,ep,10.04.2021,ru,Харків,Kharkiv,Moon Records,M,https://www.instagram.com/younost_insta/,https://soundcloud.com/younost_music/sets/ep
Юрій Бондарчук \ Yuriy Bondarchuk,"Про що ми насправді говоримо, коли говоримо про любов",alternative rap,no,ep,23.04.2021,ua,Житомир,Zhytomyr,self-made,M,https://www.facebook.com/uriy.bondarchuk,https://music.youtube.com/playlist?list=OLAK5uy_lLVrKGqDAwGub91KkDYAXeQrwoT36WHOM
Ядерна Могила,Пропаганда,hip-hop / rap,no,ep,28.09.2021,ua,Київ,Kyiv,Past Future Jam,M,https://www.facebook.com/nuclear.grave.044/,https://music.youtube.com/playlist?list=OLAK5uy_kZPKLjEjKolG_ywbqSdZnsq4qmujDwY8M
a b p r o j e c t,feat.,indie rock,no,lp,13.11.2021,ru,Дніпро,Dnipro,self-made,M,https://www.facebook.com/abprojectmusic/,https://music.youtube.com/playlist?list=OLAK5uy_mg80V7RoTT20e3pm-4w8X6udjr3GUl7tw
Aelin,История,r&b / soul,yes,lp,13.11.2021,ru,Київ,Kyiv,Devante Music,F,https://www.instagram.com/aelin.music/,https://music.youtube.com/playlist?list=OLAK5uy_nLO50tsV2DW1QIbFSQT4f6UhrqOI-UZiw
Afterphase project,Disobey,metal,no,ep,06.01.2021,en,Дніпро,Dnipro,self-made,M,https://www.facebook.com/afterphaseproject,https://music.youtube.com/watch?v=83olNQT3P1g&list=OLAK5uy_mlaiozzqZgUyYWmF4Ux7k5L3Kck9q2T1c
AGUNEVSKII,The Brew Guide,hip-hop,yes,lp,10.10.2021,ru,Київ,Kyiv,Best Music,M,https://www.instagram.com/agunevskii/,https://music.youtube.com/watch?v=vUhY7uO8Ckk&list=OLAK5uy_n7kMa-uIAFZyd6jn4I24xc1UfP4_IWtFU
Alex Pervukhin,Rave Home Alone,electronic,no,ep,09.04.2021,-,Львів,Lviv,self-made,M,https://www.instagram.com/alexpervukhin/,https://alexpervukhin.bandcamp.com/album/rave-home-alone
Alexander Seleznov,Freedom,jazz,yes,ep,08.03.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/seleznov_drummer/,https://music.youtube.com/playlist?list=OLAK5uy_lb2SH8IHTfiHoM8ywvkewkOWt9JjoZOq0
Alice Change,"Nimis. Depression, Pt. 1",pop,yes,ep,09.10.2021,en,"Донецьк, Київ","Donetsk, Kyiv",PLAN,F,https://www.facebook.com/alicechangemusic/,https://music.youtube.com/playlist?list=OLAK5uy_m-MbCz9Km9vef2aO5Ns8CFK7NX3gxRRT8
Alice Change,"Nimis. Hypomania, Pt. 2",pop,no,ep,23.10.2021,en,"Донецьк, Київ","Donetsk, Kyiv",PLAN,F,https://www.facebook.com/alicechangemusic/,https://music.youtube.com/playlist?list=OLAK5uy_mmihaGnlJ24g3GEaeM3o5BBMPvg2gXkmY
Alina Pash,Amerikraine Dream,hip-hop,no,ep,11.09.2021,en,Київ,Kyiv,Bitanga Blood,F,https://www.instagram.com/alinapash/,https://music.youtube.com/playlist?list=OLAK5uy_mR9Otd9U78HP-JamMjcp0rhdzJWHmOmPQ
ALLOISE,Bare Nerve,pop / rock,no,ep,16.10.2021,en,Київ,Kyiv,self-made,F,https://www.instagram.com/alloiseofficial/,https://music.youtube.com/playlist?list=OLAK5uy_lJLEZheEsek_m1rgLFEvsraYnt6vGBBwc
Alt.End,Alt.End,alternative,yes,lp,18.09.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/altendofficial,https://music.youtube.com/watch?v=ElGHK9zkSQA&list=OLAK5uy_mvC-_Fhvv4ZaM9z4hNq9SFiVciYax3IfI
Amaryllis Diaphanum,Germination,rock,yes,ep,03.03.2021,-,Львів,Lviv,self-made,M,https://www.instagram.com/theamaryllis_/,https://music.youtube.com/playlist?list=OLAK5uy_m6oqnPfJODfoWfZyI8FXXkKLv7DqlBWY8
Amphibian Man,Isolation Songs,rock,no,lp,01.06.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/amphibianmansurf,https://music.youtube.com/playlist?list=OLAK5uy_mUcPIlOA-qM5co7Q6XSSUbm-6jPZEd2Jo
AMRA (Alexey Mikryukov Razin Andrei),Micromusic (For Imaginary Films Of Man Ray),electronic,no,lp,02.04.2021,-,Київ,Kyiv,self-made,M,,https://kingimagine2.bandcamp.com/album/micromusic-for-imaginary-films-of-man-ray
An-jay,Celebrate Your Absence,psychedelic,no,lp,10.02.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/an_jay.music/,https://music.youtube.com/playlist?list=OLAK5uy_lrV9GLlu-8mRTcrT3cG7SjQUpwSh9Y8GM
An-jay,In High Spirits,electronic,no,lp,07.05.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/an_jay.music/,https://music.youtube.com/playlist?list=OLAK5uy_ncspWX53AK_nrNtUPqxpG4AXhd6a3mGpE
An-jay,Life Circles,alternative,no,ep,29.12.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/an_jay.music/,https://music.apple.com/us/album/life-circles-ep/1546749348
An-jay,Out of Luck,r&b / soul,no,ep,25.05.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/an_jay.music/,https://music.youtube.com/playlist?list=OLAK5uy_l7vdoKB4QkpiUB3ZmmyEx87ZnfOschIdA
An-jay,Quadrantids,alternative,no,ep,15.01.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/an_jay.music/,https://music.youtube.com/playlist?list=OLAK5uy_k3zp9xwF47k3EpXLAUhIPsyJU6Tfm8H3o
An-jay,Succulent,alternative,no,ep,21.08.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/an_jay.music/,https://music.youtube.com/playlist?list=OLAK5uy_l_EIx0_HItW4ek2dwwwKe1ffpTWO7PqOw
ANAMUN,"Музыка, которую мы заслужили",pop,yes,lp,04.12.2021,ru,Київ,Kyiv,ENJOY! Records,F,https://www.instagram.com/itsanamun/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_no54XCXA7KhrnIfF9QcHSRskVPsAYrRjQ
Andrey Chmut ,Soulmate,jazz,no,lp,06.08.2021,,Київ,Kyiv,Skytown Records,M,https://www.facebook.com/ChmutAndrey,https://music.apple.com/us/album/soulmate/1523127590
andy_o,Рай Ідеаліста,new wave,yes,lp,23.02.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/andyomusic/,https://soundcloud.com/andyosheppherd/sets/andy_o-ray-dealsta
Anton Baibakov,Covid19_Period,,no,ep,06.05.2021,ua,Київ,Kyiv,self-made,Mix,https://www.instagram.com/anton_baibakov/,https://music.apple.com/us/album/covid19-period-single/1513619549
ARTEFACT,Sounds of Chernobyl,experimental,no,ep,01.11.2021,ua,Київ,Kyiv,self-made,Mix,https://www.instagram.com/soundsofchernobyl/,https://youtube.com/playlist?list=PLlHT355UUQUcQUwjB61yerDO6gmxSSa6i
Artem Bemba,Dog Days,folk,no,lp,07.08.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/artembembamusic/,https://music.youtube.com/playlist?list=OLAK5uy_mG2HioK4d9XprargxhpihmxKHa9wNWbis
Artem Bemba,The Traveler,prog-rock / art rock,no,lp,01.03.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/artembembamusic/,https://music.youtube.com/playlist?list=OLAK5uy_khHbQUBo0tMmvmIXNIQmmo4uSVEGLW5XE
Artemiy Orlov,Beverly Dreams,pop,yes,lp,25.10.2021,-,Toronto,Toronto,self-made,M,https://www.instagram.com/artemiyorlovofficial/?igshid=1xtb5zz37lz2j,https://music.youtube.com/playlist?list=OLAK5uy_m-M0UEBzhgB2-Ny7ChUbiEZgJnUnHmVZw
Arthur Kriulyn,ДВИЖЕНИЕ,electronic,no,ep,31.08.2021,-,Бердянськ,Berdiansk,self-made,M,https://www.facebook.com/arthurkriulyn,https://arthurkriulyn.bandcamp.com/album/ep-3
Arthur Kriulyn,EP,hip-hop,no,ep,08.10.2021,-,Бердянськ,Berdiansk,self-made,M,https://www.facebook.com/arthurkriulyn,https://arthurkriulyn.bandcamp.com/album/ep
Arthur Kriulyn,Khochu,ambient,yes,ep,07.02.2021,-,Бердянськ,Berdiansk,ENCASED RECORDS,M,https://www.facebook.com/arthurkriulyn,https://music.youtube.com/playlist?list=OLAK5uy_mE9fkNaM0I32xMiaORxtSY4VMmIsk0sec
Astronata,Universe,electronic,yes,ep,26.03.2021,ru,Київ,Kyiv,Mnogo Vody,Mix,https://www.instagram.com/astronatamusic/,https://music.youtube.com/playlist?list=OLAK5uy_lsk_8vsH5bAJdoRbULpNcuazF9c6kuAQo
Asyncronous,Pangaea Nova,electronic,no,lp,01.07.2021,-,Київ,Kyiv,PHONICA RECORDS,,https://www.facebook.com/asyncronous/,https://music.youtube.com/playlist?list=OLAK5uy_k0s5CgNejzV6HyQpA3mGJJb8MMiiOVJtE
Autumnia,.​.​.​And Your Autumnia,death metal / black metal,no,lp,01.09.2021,en,Київ,Kyiv,Archaic Sound,M,https://www.facebook.com/AutumniaOfficial/,https://music.youtube.com/watch?v=5EyG5-JmIo0&list=OLAK5uy_lneXGfZfq-IaKAi4yqq1Gmlab_pS5726E
AYTONE'S,Getting Lost,rock,yes,ep,19.08.2021,en,Київ,Kyiv,Best Music,M,https://www.instagram.com/aytone.s/,https://music.youtube.com/playlist?list=OLAK5uy_nTnmrIr-BiORD34xWvc3VnojSCjcRwNSU
Bad Act,Glare,hardcore punk,no,ep,08.02.2021,en,Чернігів,Chernihiv,self-made,M,https://www.facebook.com/badxact/,https://badxact.bandcamp.com/album/glare
Bad News from Cosmos,Dagues d'herbes hautes,pop,no,lp,04.05.2021,en,Одеса,Odesa,self-made,Mix,https://www.facebook.com/badnewsfromcosmosmusic/,https://badnewsfromcosmos.bandcamp.com/album/dagues-dherbes-hautes-2
Bad News from Cosmos,on a tree,pop,no,ep,10.10.2021,en,Одеса,Odesa,self-made,Mix,https://www.facebook.com/badnewsfromcosmosmusic/,https://badnewsfromcosmos.bandcamp.com/album/on-a-tree
Batacat,Nylon and Bleach,techno,yes,ep,27.05.2021,-,Барселона / Україна,Barcelona / Ukraine,Pincet,M,https://www.facebook.com/batacat.sound/,https://music.youtube.com/watch?v=zMLTqzoVIWQ&list=OLAK5uy_l1HLrWK0LUWA_FPHeQN3rdcn0Ml2LVL24
Battle Up,Твоя Кров,metal,no,lp,20.02.2021,ua,Київ,Kyiv,self-made,Mix,https://www.instagram.com/battleup.music/?fbclid=IwAR2mPvUqgOdpnVwVH4YFM9A97r78K8axq5UGNwuufA1nofH27_IgURW7hM8,https://battleup.bandcamp.com/album/--2
Bedroom Talks,La solitude,goth rock,no,ep,28.02.2021,en,Рівне,Rivne,Pincet,M,https://www.facebook.com/bedroomtalksband/,https://music.youtube.com/playlist?list=OLAK5uy_n9o19ll94n8SZn7bWRm2FbkPnhbmxctQE
Bedroom Talks,Nothing Twice,coldwave,no,ep,24.09.2021,en,Рівне,Rivne,self-made,M,https://www.facebook.com/bedroomtalksband/,https://soundcloud.com/jin-kei/sets/nothing-twice
Behing the Flag,Планета Террор,punk,no,ep,05.08.2021,ru,Харків,Kharkiv,self-made,M,https://www.facebook.com/behindtheflagband/,https://btfband.bandcamp.com/album/planet-terror
Bejenec,Small Songs For Big Dancefloors,electronic,no,ep,28.04.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/runbejenecrun/,https://soundcloud.com/daniel-syenichkin/sets/small-songs-for-big-dancefloors
Berkana,Sea of Solitude,rock,yes,ep,16.08.2021,ua,Київ,Kyiv,self-made,M,https://www.facebook.com/berkana.uabm,https://music.youtube.com/playlist?list=OLAK5uy_lYAJ_9PP09EdkfKXTHN1yh0nB7IHD5Ju4
bezobid,сначала напейся,hip-hop / rap,yes,ep,22.05.2021,ru,Олександрія,Oleksandriia,Hitwonder,M,https://www.instagram.com/ok.bezobid/,https://music.youtube.com/playlist?list=OLAK5uy_lNN4AkUZ-1HaV40wJHzORc6ow5NX_FhBo
Big Rostik,Грейтест хітс,hip-hop / rap,yes,ep,25.04.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/bigrostick/,https://music.youtube.com/watch?v=pNd2IJ9YgBs&list=OLAK5uy_mbCnxoImJesmRnfXQjLLtcn2VyCl3LtLM
BILODO,То є любов,pop,no,ep,30.11.2020,ua,Київ,Kyiv,УМИГ Мьюзик,M,https://www.instagram.com/yaroslav_bilodeau/,https://music.youtube.com/playlist?list=OLAK5uy_kI-Y08fb4SoJwSG6ISsR2ZhqbIh0vMrLE
Birch,Visa Denied,hip-hop / rap,yes,ep,20.02.2021,en,Київ,Kyiv,BRUD TECH.,M,https://www.instagram.com/birchtherapper/,https://music.youtube.com/playlist?list=OLAK5uy_kVxGrxSzbr-C5QgQac3mB8qVO_hvDhqIw
Bitanga Blood,Bitanga Blood + Fellas [volume uno],pop,yes,lp,22.12.2021,"ua, en, ru",Київ,Kyiv,Bitanga Blood,Mix,https://www.instagram.com/bitanga.blood/,https://music.youtube.com/playlist?list=OLAK5uy_lFqkfUS3aET7VYV4RKJxB13ByXq0qPcKA
BLAST SHAPES,Cosmic Dance,rock,yes,ep,22.01.2021,en,Київ,Kyiv,self-made,Mix,https://www.facebook.com/blstshps/,https://music.youtube.com/playlist?list=OLAK5uy_nDkO7ZA_UMrXjTObdlhqH8Ar64mqew4m0
BlazerJacket,The First,rock,yes,ep,27.02.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/BlazerJacketMusic/,https://music.youtube.com/playlist?list=OLAK5uy_nZYP5mzmrTT0Icfp3aXN7GHYuwEItF07w
Blichaus80,Polovina,rock,no,ep,19.11.2021,ru,Київ,Kyiv,Digital Downshifting,M,https://www.facebook.com/blichaus80,https://music.youtube.com/playlist?list=OLAK5uy_l4Q2fKX4UYLznvsoQOWC2mvhydiIxKu7M
Blichaus80,Vsem Budet Smeshno,rock,yes,lp,01.03.2021,ru,Київ,Kyiv,Digital Downshifting,M,https://www.facebook.com/blichaus80,https://music.youtube.com/playlist?list=OLAK5uy_lWh3sxmqenE3Fm4hrLyCXgRF1eRRldyQQ
Blooms Corda,Sottoportico,indie,no,ep,20.10.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/blooms.corda/,https://music.youtube.com/playlist?list=OLAK5uy_nhY3_ZqtRMiZeZZtnFJB8uBPBGlOUxEww
BOMG,Peregrination,metal,no,lp,02.02.2021,-,Київ,Kyiv,Robustfellow,M,https://www.facebook.com/BOMGband/,https://music.youtube.com/playlist?list=OLAK5uy_k086zAvuaP2pIN_AXXvYrNaPMc9X-s3IA
BOMZHELINA,Бомжеліна шолі?,hip-hop / rap,yes,ep,25.07.2021,ua,Київ,Kyiv,self-made,F,https://www.instagram.com/bomzhelina/,https://music.youtube.com/playlist?list=OLAK5uy_l-8j9ESQXm3Ft7HUAskQ3ceOkSgPuLHdA
Boys Do Cry,Some things that matter,rock,yes,ep,17.10.2021,en,"Хмельницький, Київ","Khmelnytskyi, Kyiv",self-made,M,https://erythroleukoplakia.bandcamp.com/album/some-things-that-matter,https://music.youtube.com/playlist?list=OLAK5uy_k9qL2xEvn99mh6Ta9V-32CcvCsOV404PA
Braii,"Moth, Not a Butterfly",prog-rock / art rock,no,ep,17.11.2021,en,Київ,Kyiv,ISTOK,Mix,https://www.instagram.com/braii_band/,https://music.youtube.com/playlist?list=OLAK5uy_mS10ZRnBF_ijjccyNzZdoj0alwGPOIvg0
Brat,Культурний шок,hip-hop / rap,no,lp,09.12.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/bratmusicua,https://music.youtube.com/playlist?list=OLAK5uy_kmiyB3CBcQ1nyF0oLfylSCp_HPaM5eoAk
BREAK IN,Find Yourself (Знайди себе),alternative,yes,lp,27.06.2021,en,Ірпінь,Irpin,Rayvan Records,M,https://www.instagram.com/break_in_official/,https://music.youtube.com/playlist?list=OLAK5uy_n8qPASA9LtuyBquahKD_TP3IkokhaoXlg
Bronza,Мираж,electronic,no,lp,02.04.2021,ru,Дніпро,Dnipro,self-made,F,https://www.facebook.com/bronzasinger/,https://music.youtube.com/playlist?list=OLAK5uy_lDnkv7shVx9I9EqfYuHnAgqaEAot_9afA
BUNHT,Accidental,electronic,no,lp,06.11.2021,-,Київ,Kyiv,Minor cakes,M,https://www.instagram.com/bunht_/,https://music.youtube.com/playlist?list=OLAK5uy_kGn-dmZtPdSDMzfYfYJXUme67LxtnyZ5M
BUNHT,Subliminal winds,electronic,no,lp,12.06.2021,-,Київ,Kyiv,Minor cakes,M,https://www.instagram.com/bunht_/,https://music.youtube.com/playlist?list=OLAK5uy_koTdx7j_cwCZAQlRESfvEauRot-nuej-w
BUNHT,Unfairy tales,electronic,no,lp,02.10.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/bunht_/,https://music.youtube.com/playlist?list=OLAK5uy_lxGFtFdd43-Ui4A1yO5SLLf17UIIUoLeg
Burshtyn,Чортория,black metal,no,lp,01.06.2021,ua,Харків,Kharkiv,self-made,M,https://www.facebook.com/Burshtyn-470663666632239,https://burshtyn.bandcamp.com/album/chthonichasm
can't sleep,дні марних сподівань,lo-fi hip-hop,no,lp,23.03.2021,-,Бахмут,Bakhmut,self-made,M,https://www.instagram.com/defector69/,https://soundcloud.com/user-887958654/sets/dn-marnikh-spodvan
can't sleep,ніякого хепіенду,lo-fi hip-hop,no,lp,08.09.2021,-,Бахмут,Bakhmut,self-made,M,https://www.instagram.com/defector69/,https://soundcloud.com/user-887958654/sets/nyakogo-khependu
can't sleep,"шість фото, що привели мене до тями",lo-fi hip-hop,yes,lp,12.01.2021,-,Бахмут,Bakhmut,self-made,M,https://www.instagram.com/defector69/,https://soundcloud.com/user-887958654/sets/shst-foto-shcho-pryvely-mene-do-tyami
Casa Ukrania та Wiseword.Nidaros,Забуті клейноди Півдня,folk,no,lp,14.10.2021,ua,"Одеса, Миколаїв","Odesa, Mykolaiv",self-made,Mix,https://www.facebook.com/casaukraniamusic/,https://music.youtube.com/playlist?list=OLAK5uy_koXBBK050EHY6YCIU-I8k2l_1_Qd-sxMI
Chameleon Lizard,Soul Station,rock,yes,ep,27.04.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/xmlnlzrd/?ref=page_internal,https://music.youtube.com/playlist?list=OLAK5uy_lQNZLln4jUXOeFFlI5MaSfrOg-MKyiN5E
Chekalov,Братам по Нулям,hip-hop / rap,yes,lp,12.11.2021,ua,Золочів,Zolochiv,self-made,M,https://www.instagram.com/chekalov.zl.underground/,https://www.youtube.com/playlist?list=PLGRltGNG4zNpa8chkgNffkrt1jatrc_Gb
Clasps,Lewd Vagrancy,electronic,no,ep,15.12.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/claasps/,https://clasps.bandcamp.com/album/lewd-vagrancy
Cold Comfort,The Submerging,punk,no,ep,20.08.2021,en,Рівне,Rivne,Worn Pop,M,https://www.facebook.com/coldcoldcomfort,https://music.youtube.com/playlist?list=OLAK5uy_lJhAR-Ufm1pB0M-BYegToZ3UbHjB8HyxQ
Colotyphus,Before the Sunrise,black metal,no,ep,30.09.2021,-,Львів,Lviv,self-made,M,https://www.instagram.com/colotyphus/,https://colotyphus.bandcamp.com/album/before-the-sunrise-ep
Complete!,Disappointment and Hope,rock,no,lp,20.01.2021,en,Івано-Франківськ,Ivano-Frankivsk,self-made,M,https://www.instagram.com/complete_band/,https://music.youtube.com/playlist?list=OLAK5uy_lYcBDMzix5dWKZ4oKG_HPlK3Td8pfe-vc
Creators,Dogma,metal,yes,lp,30.11.2021,en,Кам'янець-Подільський,Kamianets-Podilskyi,self-made,M,https://www.facebook.com/creatorsbandua/,https://music.youtube.com/watch?v=jtSoYkNLUZU&list=OLAK5uy_kYSvo1wVZb8rndLfNgH4k6K7nGjzB-b64
Cthulhu Rise,Last,progressive rock / jazz ,no,ep,23.01.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/Cthulhu.Rise/,https://cthulhurise.bandcamp.com/album/last
Cyllell,When the day goes out,black metal,yes,lp,26.08.2021,ua,Харків,Kharkiv,self-made,M,https://www.facebook.com/cyllell/,https://cyllell.bandcamp.com/album/when-the-day-goes-out-2020
D.Marsh,Вічність,rock,no,ep,03.08.2021,ua,Київ,Kyiv,self-made,M,https://www.facebook.com/d.marsh.band/,https://music.youtube.com/playlist?list=OLAK5uy_mSuqPFMGJIJmNjZkwlmbwjYEo3LiGCp-E
Dостоевсkий FM,Больше Света,singer / songwriter,no,lp,04.03.2021,ru,Харків,Kharkiv,self-made,,https://www.instagram.com/dost.fm/,https://music.youtube.com/playlist?list=OLAK5uy_koHpGWH4x6_aUKICSlmUYa_pP-w2s50yU
Da Stan,200 000 лун,hip-hop,yes,ep,18.09.2021,ru,Одеса,Odesa,MUSIC DEVELOPMENT RUSSIA,M,https://www.instagram.com/aleksey.stan/,https://music.youtube.com/playlist?list=OLAK5uy_klRBuRflWAElzGgH5dAVPKS3EQOtwnU9Q
DAEO,Kite,indie pop,yes,ep,03.11.2021,en,Київ,Kyiv,UP!UP!UP! Music,M,https://www.instagram.com/daeo_music/,https://music.youtube.com/watch?v=ShFeAk4Y39o&list=OLAK5uy_k_uJMPl1X61nMXEd2NTeNvkmU3NXmPuAA
Dagilis,Dystopia,breakbeat,yes,ep,20.09.2021,-,Одеса,Odesa,self-made,M,https://www.instagram.com/pashadagilis/,https://music.youtube.com/playlist?list=OLAK5uy_kDWX15N_If4R-3u37wvCC6-f1_dR3lM1o
Dahau Holidays,Шудра,rock,no,ep,25.11.2021,ru,Одеса,Odesa,self-made,Mix,https://www.instagram.com/nava.records/,https://navarecords.bandcamp.com/album/--7
Dakhabrakha, Alambari,worlwide,no,lp,27.03.2021,ua,Київ,Kyiv,self-made,Mix,https://www.instagram.com/dakhabrakha/,https://music.youtube.com/playlist?list=OLAK5uy_lyQbG1_wTo2OcTDP2OEXq-IJ5kkprjOVM
DaKooka,Да кто такой этот ваш FEAT?,indie pop,no,lp,06.11.2021,,Чернівці,Chernivtsi,self-made,F,https://www.instagram.com/dakooka_ktsh/,https://music.youtube.com/playlist?list=OLAK5uy_kqMlbx81bLU7dDprB6nNPYBlgH-AEL1wU
DaKooka,Так интереснее,indie pop,no,ep,14.02.2021,ru,Київ,Kyiv,self-made,F,https://www.instagram.com/dakooka_ktsh/,https://music.youtube.com/playlist?list=OLAK5uy_nbsjOPMgK78JupsSfz8Cq3lRt-Xiz7swY
Dark Side Trio,Industrial Song (Danylo Vinarikov Ensemble With Friends),jazz,no,lp,30.04.2021,-,Дніпро,Dnipro,Seventh Lane Records,M,https://www.instagram.com/darksidetrio/,https://music.youtube.com/playlist?list=OLAK5uy_k_YyyDmL_pIya2Wh8zwCwQOvPVrqW-24c
Deathincarnation,Dysfunctional Divine,metal,no,lp,28.08.2021,en,Черкаси,Cherkasy,More Hate Productions,Mix,https://www.facebook.com/groups/deathincarnation/,https://morehate.bandcamp.com/album/dysfunctional-divine
Degradatus,Degradatus,metal,yes,ep,09.09.2021,ua,Ужгород,Uzhhorod,self-made,M,https://www.facebook.com/degradatus,https://degradatus.bandcamp.com/album/degradatus
Del Cano,Trans Port,electronic,no,lp,25.08.2021,-,Одеса,Odesa,Kysla Records,M,https://www.facebook.com/jsdelcano/,https://music.youtube.com/playlist?list=OLAK5uy_nP6o7ZxqbHIrjeGH4yiGR0lng8h8sje1o
DELTAA,Delta Force 2,hip-hop / rap,no,lp,26.06.2021,"en, ru",Київ,Kyiv,Kill Records,M,https://www.instagram.com/deltaarthur/,https://music.youtube.com/playlist?list=OLAK5uy_nXl3zsPnbG6py3pdXAoD08uZMgZ5wI-6g
Demian Feriy,Dead,electronic,no,lp,28.09.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/demianferiy/,https://demianferiy.bandcamp.com/album/dead
Dépaysement,Ambrosia,ambient / drone,no,ep,30.04.2021,-,Київ,Kyiv,self-made,M,https://depaysement.bandcamp.com/,https://depaysement.bandcamp.com/album/ambrosia
Dépaysement,Designed in the Name of,industrial,no,ep,03.11.2021,-,Київ,Kyiv,self-made,M,https://depaysement.bandcamp.com/,https://depaysement.bandcamp.com/album/designed-in-the-name-of
Dépaysement,Ornate,industrial techno,no,lp,17.07.2021,-,Київ,Kyiv,self-made,M,https://depaysement.bandcamp.com/,https://depaysement.bandcamp.com/album/ornate
Destroy My Hope,51.50 31.29,hardcore,no,ep,20.03.2021,ua,Чернігів,Chernihiv,self-made,M,https://www.facebook.com/destroymyhope/,https://destroymyhope.bandcamp.com/album/5150-3129
Dibrowa,Львівчумаміськрембудмеханізація 1761,drone,no,lp,14.07.2021,-,Львів,Lviv,self-made,F,https://www.facebook.com/Dibrowa-289901005063976,https://dibrowa.bandcamp.com/album/lvivchumamiskrembudmekhanizatsiya-1761
